,title,address_code,beds,baths,year_built,tenure,property_type,mrt_distance,sqft,price
1386,1 Bed Condo for Sale in Cavan Suites,['(D8)'],1,1,2013,Freehold,Apartment,['(470 m)'],344,"620,000"
1387,1 Bed Condo for Sale in The Peak @ Cairnhill I,['(D9)'],1,1,2014,Freehold,Condo,['(476 m)'],527,"1,680,000"
1388,1 Bed Condo for Sale in The Peak @ Cairnhill I,['(D9)'],1,1,2014,Freehold,Condo,['(476 m)'],689,"1,800,000"
1389,2 Bed Condo for Sale in Vue 8 Residence,['(D18)'],2,1,2017,99,Condo,,700,"799,000"
1390,5 Bed House for Sale in Nim Collection,['(D28)'],5,5,2019,99,Terraced House,,"2,168","3,600,000"
1391,2 Bed Condo for Sale in Affinity At Serangoon,['(D19)'],2,2,2024,99,Condo,,732,"1,153,000"
1392,5 Bed House for Sale in The Whitley Residences,['(D11)'],5,5,2017,Freehold,,['(1220 m)'],"6,222","5,200,000"
1393,2 Bed Condo for Sale in 26 Newton,['(D11)'],2,1,2016,Freehold,Condo,['(881 m)'],614,"1,646,000"
1394,1 Bed Condo for Sale in Kallang Riverside,['(D12)'],1,1,2019,Freehold,Apartment,['(451 m)'],517,"1,463,000"
1395,2 Bed Condo for Sale in Kallang Riverside,['(D12)'],2,2,2019,Freehold,Apartment,['(451 m)'],"1,033","2,580,000"
1396,3 Bed Condo for Sale in The Line @ Tanjong Rhu,['(D15)'],3,2,2016,Freehold,Condo,['(1039 m)'],"1,055","2,331,000"
1397,1 Bed Condo for Sale in Viva Vista,['(D5)'],1,2,2015,Freehold,Apartment,['(826 m)'],"1,044","1,500,000"
1398,4 Bed Condo for Sale in Amber Skye,['(D15)'],4,3,2017,Freehold,Apartment,,"3,348","7,115,000"
1399,3 Bed Condo for Sale in The Lilium,['(D19)'],3,3,2022,Freehold,Condo,['(354 m)'],"1,087","2,119,800"
1400,5 Bed Condo for Sale in Treasure at Tampines,['(D18)'],5,5,2023,99,Condo,['(924 m)'],"1,722","1,886,000"
1401,1 Bed Condo for Sale in TRE Residences,['(D14)'],1,1,2018,99,Condo,['(223 m)'],420,"788,000"
1402,4 Bed Condo for Sale in Residences @ Killiney,['(D9)'],4,5,2013,Freehold,Condo,['(378 m)'],"6,749","13,500,000"
1403,4 Bed Condo for Sale in The Waterside,['(D15)'],4,4,1993,Freehold,Condo,,"2,400","3,950,000"
1404,2 Bed Condo for Sale in Le Quest,['(D23)'],2,1,2020,99,Condo,['(1022 m)'],614,"1,080,000"
1405,3 Bed Condo for Sale in Blue Horizon,['(D5)'],3,3,2005,99,Condo,,"1,163","1,388,000"
1406,2 Bed Condo for Sale in The Gardens At Bishan,['(D20)'],2,2,2004,99,Condo,,883,"1,150,000"
1407,3 Bed Condo for Sale in Casa Rosa,['(D19)'],3,3,2001,99,Condo,['(389 m)'],"1,549","1,699,000"
1408,4 Bed Condo for Sale in North Park Residences,['(D27)'],4,3,2020,99,Condo,['(238 m)'],"1,249","1,950,000"
1409,HDB Flat for Sale in 42 Bedok South Road,['(D16)'],3,1,1977,99,HDB,['(1436 m)'],904,"480,000"
1410,3 Bed Condo for Sale in Coco Palms,['(D18)'],3,2,2019,99,Condo,['(400 m)'],904,"1,180,000"
1411,4 Bed Condo for Sale in Mooi Residences,['(D10)'],4,2,2023,Freehold,Condo,['(241 m)'],"1,335","3,448,888"
1412,4 Bed Condo for Sale in Treasure at Tampines,['(D18)'],4,2,2023,99,Condo,['(924 m)'],"1,238","1,615,000"
1413,2 Bed Condo for Sale in Up @ Robertson Quay,['(D9)'],2,2,2016,99,Condo,['(2164 m)'],"1,119","2,593,000"
1414,1 Bed Condo for Sale in The Tennery,['(D23)'],1,1,2013,99,Condo,['(16 m)'],614,"728,000"
1415,1 Bed Condo for Sale in Up @ Robertson Quay,['(D9)'],1,1,2016,99,Condo,['(2164 m)'],570,"1,550,000"
1416,2 Bed Condo for Sale in Parc Esta,['(D14)'],2,1,2022,99,Condo,['(186 m)'],635,"1,101,000"
1417,3 Bed Condo for Sale in The Line @ Tanjong Rhu,['(D15)'],3,2,2016,Freehold,Condo,['(1039 m)'],"1,216","2,712,000"
1418,3 Bed Condo for Sale in The Line @ Tanjong Rhu,['(D15)'],3,2,2016,Freehold,Condo,['(1039 m)'],"1,055","2,200,000"
1419,2 Bed Condo for Sale in Mon Jervois,['(D10)'],2,2,2017,99,Condo,['(869 m)'],"2,325","3,384,000"
1420,4 Bed Condo for Sale in The Line @ Tanjong Rhu,['(D15)'],4,1,2016,Freehold,Condo,['(1039 m)'],"2,874","6,685,000"
1421,3 Bed Condo for Sale in Affinity At Serangoon,['(D19)'],3,2,2024,99,Condo,,"1,076","1,640,500"
1422,4 Bed Condo for Sale in Parc Esta,['(D14)'],4,3,2022,99,Condo,['(186 m)'],"1,227","2,188,000"
1423,HDB Flat for Sale in 483 Pasir Ris Drive 4,['(D18)'],3,2,1995,99,HDB,,"1,313","580,000"
1424,3 Bed Condo for Sale in Q Bay Residences,['(D18)'],3,3,2017,99,Condo,,"1,119","1,350,000"
1425,3 Bed Condo for Sale in Parc Esta,['(D14)'],3,2,2022,99,Condo,['(186 m)'],926,"1,606,000"
1426,1 Bed Condo for Sale in Straits Residences,['(D15)'],1,1,2013,Freehold,Condo,['(1050 m)'],431,"650,000"
1427,3 Bed Condo for Sale in J Gateway,['(D22)'],3,2,2017,99,Condo,['(178 m)'],893,"1,600,000"
1428,2 Bed Condo for Sale in 26 Newton,['(D11)'],2,2,2016,Freehold,Condo,['(881 m)'],775,"1,979,000"
1429,1 Bed Condo for Sale in Bartley Ridge,['(D13)'],1,1,2018,99,Condo,['(246 m)'],495,"800,000"
1430,5 Bed Condo for Sale in Parc Esta,['(D14)'],5,3,2022,99,Condo,['(186 m)'],"1,475","2,625,000"
1431,1 Bed Condo for Sale in My Manhattan,['(D18)'],1,1,2014,99,Condo,['(179 m)'],441,"720,000"
1432,1 Bed Condo for Sale in Cavan Suites,['(D8)'],1,1,2013,Freehold,Apartment,['(470 m)'],344,"620,000"
1433,1 Bed Condo for Sale in The Peak @ Cairnhill I,['(D9)'],1,1,2014,Freehold,Condo,['(476 m)'],527,"1,680,000"
1434,1 Bed Condo for Sale in The Peak @ Cairnhill I,['(D9)'],1,1,2014,Freehold,Condo,['(476 m)'],689,"1,800,000"
1435,1 Bed Condo for Sale in My Manhattan,['(D18)'],1,1,2014,99,Condo,['(179 m)'],441,"720,000"
1436,1 Bed Condo for Sale in Cavan Suites,['(D8)'],1,1,2013,Freehold,Apartment,['(470 m)'],344,"620,000"
1437,1 Bed Condo for Sale in The Peak @ Cairnhill I,['(D9)'],1,1,2014,Freehold,Condo,['(476 m)'],527,"1,680,000"
1438,1 Bed Condo for Sale in The Peak @ Cairnhill I,['(D9)'],1,1,2014,Freehold,Condo,['(476 m)'],689,"1,800,000"
1439,2 Bed Condo for Sale in Vue 8 Residence,['(D18)'],2,1,2017,99,Condo,,700,"799,000"
1440,5 Bed House for Sale in Nim Collection,['(D28)'],5,5,2019,99,Terraced House,,"2,168","3,600,000"
1441,2 Bed Condo for Sale in Affinity At Serangoon,['(D19)'],2,2,2024,99,Condo,,732,"1,153,000"
1442,5 Bed House for Sale in The Whitley Residences,['(D11)'],5,5,2017,Freehold,,['(1220 m)'],"6,222","5,200,000"
1443,2 Bed Condo for Sale in 26 Newton,['(D11)'],2,1,2016,Freehold,Condo,['(881 m)'],614,"1,646,000"
1444,1 Bed Condo for Sale in Kallang Riverside,['(D12)'],1,1,2019,Freehold,Apartment,['(451 m)'],517,"1,463,000"
1445,2 Bed Condo for Sale in Kallang Riverside,['(D12)'],2,2,2019,Freehold,Apartment,['(451 m)'],"1,033","2,580,000"
1446,3 Bed Condo for Sale in The Line @ Tanjong Rhu,['(D15)'],3,2,2016,Freehold,Condo,['(1039 m)'],"1,055","2,331,000"
1447,1 Bed Condo for Sale in Viva Vista,['(D5)'],1,2,2015,Freehold,Apartment,['(826 m)'],"1,044","1,500,000"
1448,4 Bed Condo for Sale in Amber Skye,['(D15)'],4,3,2017,Freehold,Apartment,,"3,348","7,115,000"
1449,3 Bed Condo for Sale in The Lilium,['(D19)'],3,3,2022,Freehold,Condo,['(354 m)'],"1,087","2,119,800"
1450,4 Bed Condo for Sale in The Lilium,['(D19)'],4,4,2022,Freehold,Condo,['(354 m)'],"1,291","2,478,800"
1451,2 Bed Condo for Sale in The Lilium,['(D19)'],2,2,2022,Freehold,Condo,['(354 m)'],699,"1,535,800"
1452,2 Bed Condo for Sale in The Lilium,['(D19)'],2,2,2022,Freehold,Condo,['(354 m)'],710,"1,490,800"
1453,5 Bed Condo for Sale in Hillion Residences,['(D23)'],5,5,2018,99,Condo,['(58 m)'],"2,616","2,892,000"
1454,HDB Flat for Sale in 86 Dawson Road,['(D3)'],3,2,2016,99,HDB,['(474 m)'],893,"860,000"
1455,2 Bed Condo for Sale in Newton Edge,['(D9)'],2,2,2011,Freehold,Condo,['(471 m)'],"1,173","1,900,000"
1456,HDB Flat for Sale in 61B Strathmore Avenue,['(D3)'],3,2,2011,99,HDB,['(1044 m)'],"1,055","825,000"
1457,HDB Flat for Sale in 153 Lorong 2 Toa Payoh,['(D12)'],3,2,1999,99,HDB,['(249 m)'],"1,087","938,888"
1458,3 Bed Condo for Sale in The Gazania,['(D19)'],3,2,2022,Freehold,Condo,['(311 m)'],850,"1,774,000"
1459,HDB Flat for Sale in 108 Yishun Ring Road,['(D27)'],2,2,1985,,HDB 3 Rooms,['(1113 m)'],645,"330,000"
1460,1 Bed Condo for Sale in Marina One Residences,['(D1)'],1,1,2018,99,Condo,['(160 m)'],721,"1,688,000"
1461,HDB Flat for Sale in 316C Punggol Way,['(D19)'],3,2,2017,99,HDB,['(178 m)'],"1,004","508,000"
1462,3 Bed Condo for Sale in Symphony Suites,['(D27)'],3,2,2019,99,Condo,,797,"888,000"
1463,2 Bed Condo for Sale in Zenith,['(D10)'],2,1,2011,99,Apartment,['(2497 m)'],592,"1,230,000"
1464,1 Bed Condo for Sale in Altez,['(D2)'],1,1,2014,99,Condo,['(253 m)'],753,"1,600,000"
1465,3 Bed Condo for Sale in Buckley Classique,['(D11)'],3,3,2015,Freehold,Condo,['(452 m)'],"1,475","3,108,000"
1466,HDB Flat for Sale in 306B Anchorvale Link,['(D19)'],4,2,2002,99,HDB,['(276 m)'],"1,346","630,000"
1467,1 Bed Condo for Sale in Icon,['(D2)'],1,1,2007,99,Apartment,['(194 m)'],571,"1,050,000"
1468,2 Bed Condo for Sale in Casa Al Mare,['(D17)'],2,2,2022,Freehold,Apartment,,732,"1,133,000"
1469,HDB Flat for Sale in 6 Holland Close,['(D10)'],2,1,1968,99,HDB,['(892 m)'],699,"460,000"
1470,1 Bed Condo for Sale in Altez,['(D2)'],1,1,2014,99,Condo,['(253 m)'],753,"1,600,000"
1471,3 Bed Condo for Sale in Buckley Classique,['(D11)'],3,3,2015,Freehold,Condo,['(452 m)'],"1,475","3,108,000"
1472,HDB Flat for Sale in 306B Anchorvale Link,['(D19)'],4,2,2002,99,HDB,['(276 m)'],"1,346","630,000"
1473,1 Bed Condo for Sale in Icon,['(D2)'],1,1,2007,99,Apartment,['(194 m)'],571,"1,050,000"
1474,2 Bed Condo for Sale in Casa Al Mare,['(D17)'],2,2,2022,Freehold,Apartment,,732,"1,133,000"
1475,HDB Flat for Sale in 6 Holland Close,['(D10)'],2,1,1968,99,HDB,['(892 m)'],699,"460,000"
1476,1 Bed Condo for Sale in Lighthouse,['(D17)'],1,,2004,99,Condo,,"1,216","900,000"
1477,Studio Condo for Sale in The Poiz Residences,['(D13)'],Studio,1,2019,99,Apartment,['(131 m)'],420,"798,000"
1478,3 Bed Condo for Sale in Changi Rise Condominium,['(D18)'],3,3,2004,99,Condo,['(1228 m)'],"1,259","1,050,000"
1479,HDB Flat for Sale in 473D Upper Serangoon Crescent,['(D19)'],3,2,2017,99,HDB,['(1309 m)'],"1,216","675,000"
1480,1 Bed Condo for Sale in The Cascadia,['(D21)'],1,1,2011,Freehold,Condo,['(456 m)'],581,"1,080,000"
1481,3 Bed Condo for Sale in Symphony Suites,['(D27)'],3,2,2019,99,Condo,,786,"970,000"
1482,HDB Flat for Sale in 678A Punggol Drive,['(D19)'],3,2,2016,99,HDB,['(109 m)'],"1,001","490,000"
1483,HDB Flat for Sale in 308A Punggol Walk,['(D19)'],3,2,2016,99,HDB,['(271 m)'],990,"560,000"
1484,2 Bed Condo for Sale in Corals At Keppel Bay,['(D4)'],2,2,2016,99,Condo,['(463 m)'],915,"1,880,000"
1485,2 Bed Condo for Sale in River Place,['(D3)'],2,2,2000,99,Condo,['(1583 m)'],949,"1,470,000"
1486,2 Bed Condo for Sale in Stellar Rv,['(D10)'],2,1,2015,Freehold,Condo,,517,"1,050,000"
1487,2 Bed Condo for Sale in Marina Bay Residences,['(D1)'],2,2,2010,99,Condo,['(289 m)'],"1,130","2,399,999"
1488,HDB Flat for Sale in 434 Ang Mo Kio Avenue 10,['(D20)'],2,2,1979,99,HDB,['(778 m)'],721,"360,000"
1489,HDB Flat for Sale in 434 Ang Mo Kio Avenue 10,['(D20)'],2,2,1979,99,HDB,['(778 m)'],721,"360,000"
1490,7 Bed House for Sale in Phillips Avenue,['(D19)'],7,6,,,Bungalow,,"5,280","7,680,000"
1491,1 Bed Condo for Sale in The Hillier,['(D23)'],1,1,2016,99,Condo,['(355 m)'],624,"880,000"
1492,3 Bed Condo for Sale in Jade Residences,['(D19)'],3,3,2017,Freehold,Condo,['(463 m)'],"1,700","2,000,000"
1493,3 Bed Condo for Sale in Bartley Residences,['(D19)'],3,3,2015,99,Condo,['(144 m)'],"1,163","1,712,888"
1494,HDB Flat for Sale in 4B Boon Tiong Road,['(D3)'],3,2,2005,99,HDB,['(607 m)'],"1,076","860,000"
1495,6 Bed House for Sale in Tuan Sing Park,['(D28)'],6,4,1997,99,,,"3,790","4,000,000"
1496,HDB Flat for Sale in 1D Cantonment Road,['(D2)'],3,2,2011,99,HDB,['(470 m)'],"1,001","949,000"
1497,1 Bed Condo for Sale in The Clift,['(D1)'],1,,2011,99,Condo,['(329 m)'],764,"1,680,000"
1498,1 Bed Condo for Sale in Stirling Residences,['(D3)'],1,1,2022,99,Condo,['(317 m)'],441,"1,050,000"
1499,3 Bed Condo for Sale in Kopar At Newton,['(D9)'],3,2,,99,Condo,['(345 m)'],"1,055","1,980,000"
1500,HDB Flat for Sale in 17A Circuit Road,['(D13)'],3,2,2016,99,HDB,['(415 m)'],"1,001","770,000"
1501,HDB Flat for Sale in 788 Woodlands Avenue 6,['(D25)'],4,3,1998,99,HDB,['(297 m)'],"1,500","688,000"
1502,2 Bed Condo for Sale in Treasure at Tampines,['(D18)'],2,2,2023,99,Condo,['(924 m)'],657,"1,000,000"
1503,3 Bed Condo for Sale in Rio Vista,['(D19)'],3,3,2004,99,Condo,,"1,238","979,999"
1504,HDB Flat for Sale in 12 Farrer Park Road,['(D8)'],3,2,2004,99,HDB,['(300 m)'],969,"750,000"
1505,HDB Flat for Sale in 12 Farrer Park Road,['(D8)'],3,2,2004,99,HDB,['(300 m)'],969,"750,000"
1506,2 Bed Condo for Sale in Bayshore Park,['(D16)'],2,2,1986,99,Condo,,"1,076","1,180,000"
1507,1 Bed Condo for Sale in Shanghai One,['(D10)'],1,1,2007,Freehold,Apartment,['(1305 m)'],560,"1,000,000"
1508,HDB Flat for Sale in 308A Punggol Walk,['(D19)'],3,2,2016,99,HDB,['(271 m)'],"1,205","708,000"
1509,HDB Flat for Sale in 265D Compassvale Bow,['(D19)'],3,2,2008,99,HDB,['(233 m)'],990,"480,000"
1510,2 Bed Condo for Sale in Gem Residences,['(D12)'],2,2,2020,99,Condo,['(736 m)'],678,"1,250,000"
1511,1 Bed Condo for Sale in Icon,['(D2)'],1,1,2007,99,Condo,['(194 m)'],570,"1,200,000"
1512,HDB Flat for Sale in 677D Punggol Drive,['(D19)'],3,2,2016,99,HDB,['(268 m)'],990,"510,000"
1513,2 Bed Condo for Sale in The Clement Canopy,['(D5)'],2,1,2020,99,Condo,['(1473 m)'],635,"1,150,000"
1514,1 Bed Condo for Sale in One North Residences,['(D5)'],1,1,2009,99,Apartment,['(409 m)'],592,"900,000"
1515,2 Bed Condo for Sale in The Grandhill,['(D5)'],2,2,2005,Freehold,Condo,['(342 m)'],926,"1,320,000"
1516,2 Bed Condo for Sale in Seastrand,['(D18)'],2,2,2014,99,Condo,,883,"838,000"
1517,HDB Flat for Sale in 129 Clarence Lane,['(D3)'],3,2,1996,99,HDB,['(448 m)'],"1,119","850,000"
1518,3 Bed Condo for Sale in Coco Palms,['(D18)'],3,4,2019,99,Condo,['(400 m)'],"1,152","1,498,000"
1519,2 Bed Condo for Sale in Seaside Residences,['(D15)'],2,2,2021,99,Condo,,786,"1,800,000"
1520,HDB Flat for Sale in 88 Dawson Road,['(D3)'],3,2,2016,99,HDB,['(379 m)'],936,"848,000"
1521,HDB Flat for Sale in 87 Telok Blangah Heights,['(D4)'],3,2,1976,99,HDB,['(1278 m)'],"1,184","850,000"
1522,2 Bed Condo for Sale in The Gale,['(D17)'],2,2,2014,Freehold,Condo,,"1,012","1,180,000"
1523,HDB Flat for Sale in 139 Jalan Bukit Merah,['(D3)'],3,2,1976,99,HDB,['(1229 m)'],"1,388","755,000"
1524,3 Bed Condo for Sale in One Holland Village,['(D10)'],3,2,2023,99,Condo,['(290 m)'],"1,098","2,581,000"
1525,1 Bed Condo for Sale in The Sail @ Marina Bay,['(D1)'],1,1,2008,99,Condo,['(216 m)'],657,"1,291,300"
1526,HDB Flat for Sale in 28B Dover Crescent,['(D5)'],3,2,1976,99,HDB,['(1120 m)'],"1,022","600,000"
1527,HDB Flat for Sale in 475C Upper Serangoon Crescent,['(D19)'],3,2,2014,99,HDB,['(1581 m)'],"1,173","790,000"
1528,2 Bed Condo for Sale in The Luxurie,['(D19)'],2,2,2015,99,Condo,['(258 m)'],732,"899,000"
1529,HDB Flat for Sale in 8 Jalan Kukoh,['(D3)'],1,1,1971,99,HDB,['(545 m)'],570,"270,000"
1530,2 Bed Condo for Sale in Livia,['(D18)'],2,2,2011,99,Condo,['(837 m)'],915,"870,000"
1531,4 Bed Condo for Sale in Euphony Gardens,['(D27)'],4,3,2001,99,Condo,,"2,057","1,400,000"
1532,1 Bed Condo for Sale in Riviera 38,['(D12)'],1,1,2015,99,Condo,['(1320 m)'],450,"730,000"
1533,4 Bed House for Sale in Jalan Hajijah,['(D16)'],4,4,,,Bungalow,,"11,000","12,000,000"
1534,3 Bed Condo for Sale in Riversails,['(D19)'],3,3,2017,99,Condo,['(818 m)'],"1,108","1,300,000"
1535,2 Bed Condo for Sale in Kingsford Waterbay,['(D19)'],2,2,2018,99,Condo,,710,"900,000"
1536,HDB Flat for Sale in 55 Teban Gardens Road,['(D22)'],2,2,2016,99,HDB,,721,"440,000"
1537,3 Bed Condo for Sale in Reflections At Keppel Bay,['(D4)'],3,,2011,99,Condo,['(468 m)'],"1,744","2,600,000"
1538,3 Bed Condo for Sale in The Garden Residences,['(D19)'],3,2,2021,99,Condo,,"1,033","1,627,000"
1539,1 Bed Condo for Sale in Euhabitat,['(D14)'],1,1,2016,99,Condo,['(2347 m)'],517,"688,000"
1540,2 Bed Condo for Sale in Waterwoods,['(D19)'],2,2,2015,99,Condo,['(281 m)'],807,"850,000"
1541,4 Bed Condo for Sale in Glentrees,['(D10)'],4,3,2005,99,Condo,['(5169 m)'],"3,671","4,300,000"
1542,2 Bed Condo for Sale in Reflections At Keppel Bay,['(D4)'],2,2,2011,99,Condo,['(468 m)'],"1,206","2,099,000"
1543,4 Bed House for Sale in Chancery Lane,['(D11)'],4,5,,,Cluster House,,"5,103","5,499,413"
1544,2 Bed Condo for Sale in Leonie Suites,['(D9)'],2,2,2006,99,Condo,['(1619 m)'],926,"1,890,000"
1545,3 Bed Condo for Sale in The Quinn,['(D19)'],3,3,2016,Freehold,Condo,['(794 m)'],"1,625","1,950,000"
1546,2 Bed Condo for Sale in Ricchezza,['(D15)'],2,2,2011,Freehold,Condo,,883,"1,250,000"
1547,HDB Flat for Sale in 129 Clarence Lane,['(D3)'],3,2,1996,99,HDB,['(448 m)'],"1,119","850,000"
1548,1 Bed Condo for Sale in One Pearl Bank,['(D3)'],1,1,2023,99,Condo,['(202 m)'],570,"1,302,000"
1549,5 Bed House for Sale in The Teneriffe,['(D10)'],5,5,2004,99,Cluster House,['(1081 m)'],"3,122","2,849,413"
1550,1 Bed Condo for Sale in The Clift,['(D1)'],1,,2011,99,Condo,['(329 m)'],495,"1,080,000"
1551,3 Bed Condo for Sale in Double Bay Residences,['(D18)'],3,3,2012,99,Condo,['(459 m)'],"1,367","1,500,000"
1552,3 Bed Condo for Sale in The Florence Residences,['(D19)'],3,2,2023,99,Condo,['(1194 m)'],936,"1,495,000"
1553,2 Bed Condo for Sale in Rv Edge,['(D10)'],2,2,2013,Freehold,Condo,['(1245 m)'],968,"1,950,000"
1554,3 Bed Condo for Sale in Regency Park,['(D10)'],3,4,1987,Freehold,Condo,,"2,250","4,600,000"
1555,3 Bed Condo for Sale in Windsor Park,['(D20)'],3,3,,Freehold,Condo,,"2,200","4,150,000"
1556,2 Bed Condo for Sale in Draycott 8,['(D10)'],2,2,2005,99,Condo,['(747 m)'],"1,647","2,700,000"
1557,HDB Flat for Sale in 311A Clementi Avenue 4,['(D5)'],3,2,2014,99,HDB,['(422 m)'],882,"796,000"
1558,2 Bed Condo for Sale in H2O Residences,['(D28)'],2,2,2015,99,Condo,['(47 m)'],850,"910,000"
1559,3 Bed Condo for Sale in Central Meadows,['(D14)'],3,2,2003,Freehold,Condo,['(439 m)'],969,"1,250,000"
1560,4 Bed Condo for Sale in Olloi,['(D15)'],4,3,2022,Freehold,Condo,['(842 m)'],"1,593","2,328,000"
1561,3 Bed Condo for Sale in The Rochester Residences,['(D5)'],3,3,2011,99,Condo,['(275 m)'],"1,948","3,200,000"
1562,HDB Flat for Sale in 419 Bedok North Street 1,['(D16)'],2,2,1979,99,HDB,['(385 m)'],731,"398,000"
1563,3 Bed Condo for Sale in Rezi 24,['(D14)'],3,2,2022,Freehold,Condo,['(1119 m)'],"1,184","1,903,479"
1564,2 Bed Condo for Sale in Draycott 8,['(D10)'],2,2,2005,99,Condo,['(747 m)'],"1,173","2,450,000"
1565,3 Bed Condo for Sale in Mon Jervois,['(D10)'],3,3,2017,99,Condo,['(869 m)'],"2,669","4,800,000"
1566,2 Bed Condo for Sale in The Interlace,['(D4)'],2,2,2015,99,Condo,,"1,055","1,480,000"
1567,2 Bed Condo for Sale in Thomson Three,['(D20)'],2,2,2017,99,Condo,,732,"1,218,000"
1568,3 Bed Condo for Sale in The Sierra,['(D10)'],3,3,1998,94,Condo,['(772 m)'],"1,206","1,820,000"
1569,2 Bed Condo for Sale in Dairy Farm Residences,['(D23)'],2,2,2024,99,Condo,['(4388 m)'],624,"964,400"
1570,3 Bed Condo for Sale in Butterworth 8,['(D15)'],3,,2004,Freehold,Condo,['(1172 m)'],"1,500","2,300,000"
1571,3 Bed Condo for Sale in The Coast At Sentosa Cove,['(D4)'],3,3,2009,99,Condo,,"2,023","3,400,000"
1572,1 Bed Condo for Sale in Queens Peak,['(D3)'],1,1,2020,99,Condo,['(82 m)'],441,"868,000"
1573,3 Bed Condo for Sale in The Iveria,['(D9)'],3,,2023,Freehold,Condo,['(524 m)'],904,"2,256,000"
1574,1 Bed Condo for Sale in Bijou,['(D5)'],1,1,2018,Freehold,Condo,['(86 m)'],721,"1,478,900"
1575,1 Bed Condo for Sale in Bijou,['(D5)'],1,1,2018,Freehold,Condo,['(86 m)'],721,"1,478,900"
1576,2 Bed Condo for Sale in Daintree Residence,['(D21)'],2,2,2022,99,Apartment,['(799 m)'],710,"1,105,200"
1577,3 Bed Condo for Sale in The Jade,['(D23)'],3,3,2004,99,Condo,['(61 m)'],"1,755","1,590,000"
1578,5 Bed House for Sale in Luxus Hills,['(D28)'],5,5,2013,99,Terraced House,,"4,133","3,300,000"
1579,HDB Flat for Sale in 31 Teban Gardens Road,['(D22)'],3,2,1986,99,HDB,,"1,065","380,000"
1580,2 Bed Condo for Sale in Parc Riviera,['(D5)'],2,2,2020,99,Condo,,711,"1,068,888"
1581,2 Bed Condo for Sale in Scotts Square,['(D9)'],2,2,2010,Freehold,Apartment,['(172 m)'],947,"3,330,000"
1582,HDB Flat for Sale in 52 Strathmore Avenue,['(D3)'],3,2,2006,99,HDB,['(267 m)'],"1,184","870,000"
1583,1 Bed Condo for Sale in One Pearl Bank,['(D3)'],1,1,2023,99,Condo,['(202 m)'],431,"1,180,000"
1584,1 Bed Condo for Sale in Riviera 38,['(D12)'],1,1,2015,99,Condo,['(1320 m)'],548,"799,999"
1585,2 Bed Condo for Sale in Beacon Heights,['(D12)'],2,1,2012,99,Apartment,['(1141 m)'],667,"850,000"
1586,1 Bed Condo for Sale in Southbank,['(D7)'],1,1,2009,99,Condo,['(192 m)'],592,"1,050,000"
1587,1 Bed Condo for Sale in Pullman Residences Newton,['(D11)'],1,1,2023,Freehold,Condo,['(261 m)'],463,"1,253,000"
1588,4 Bed Condo for Sale in Floridian,['(D21)'],4,4,2011,Freehold,Condo,['(332 m)'],"2,852","5,300,000"
1589,2 Bed Condo for Sale in Avenue South Residence,['(D3)'],2,,2023,99,Condo,,657,"1,414,000"
1590,3 Bed Condo for Sale in Oasis @ Elias,['(D18)'],3,3,2012,99,Condo,['(1494 m)'],"1,507","1,500,000"
1591,2 Bed Condo for Sale in Bayshore Park,['(D16)'],2,2,1986,99,Condo,,937,"1,150,000"
1592,3 Bed Condo for Sale in Goodwood Residence,['(D10)'],3,4,2013,Freehold,Condo,['(339 m)'],"1,950","5,250,000"
1593,HDB Flat for Sale in 350 Ang Mo Kio Street 32,['(D20)'],3,2,2001,99,HDB,['(1067 m)'],"1,022","650,000"
1594,2 Bed Condo for Sale in The Lenox,['(D14)'],2,2,2012,Freehold,Condo,['(332 m)'],"1,184","1,400,000"
1595,3 Bed Condo for Sale in Jui Residences,['(D12)'],3,2,2022,Freehold,Condo,['(1042 m)'],883,"1,688,912"
1596,4 Bed Condo for Sale in Amber Skye,['(D15)'],4,5,2017,Freehold,Condo,,"4,112","6,780,000"
1597,3 Bed Condo for Sale in Park East,['(D15)'],3,2,1994,Freehold,Condo,['(2329 m)'],"1,270","1,818,000"
1598,3 Bed Condo for Sale in Park East,['(D15)'],3,5,1994,Freehold,Condo,['(2329 m)'],"1,270","1,818,000"
1599,3 Bed Condo for Sale in Estella Gardens,['(D17)'],3,3,1999,Freehold,Condo,,"1,292","1,090,000"
1600,3 Bed Condo for Sale in Estella Gardens,['(D17)'],3,3,1999,Freehold,Condo,,"1,292","1,090,000"
1601,4 Bed Condo for Sale in Forett @ Bukit Timah,['(D21)'],4,3,2023,Freehold,Condo,['(915 m)'],"1,302","2,497,000"
1602,9 Bed House for Sale in Greenbank Park,['(D21)'],9,8,2007,Freehold,,,"11,984","14,999,999"
1603,3 Bed Condo for Sale in Q Bay Residences,['(D18)'],3,2,2017,99,Condo,,829,"999,900"
1604,2 Bed Condo for Sale in Thomson Three,['(D20)'],2,2,2017,99,Condo,,732,"1,250,000"
1605,9 Bed House for Sale in Greenbank Park,['(D21)'],9,,2007,Freehold,Bungalow,,"18,610","18,000,000"
1606,HDB Flat for Sale in 4B Boon Tiong Road,['(D3)'],3,2,2005,99,HDB,['(607 m)'],"1,076","860,000"
1607,4 Bed Condo for Sale in The Nautical,['(D27)'],4,3,2016,99,Condo,['(936 m)'],"1,819","1,648,000"
